"","fisher_p_z","fisher_adjusted_p","names"
"1",1,1,"PER2AA"
"2",0.643863797761199,1,"PER2GG"
"3",1,1,"PER3ACG"
"4",1,1,"PER3BAA"
"5",1,1,"PER3BAG"
"6",0.084082057183323,0.714697486058246,"PER3CGG"
"7",0.657965036296149,1,"PER3CGT"
"8",1,1,"CLOCK3111CC"
"9",1,1,"CLOCK3111TC"
"10",0.259961890208392,1,"CRY1CC"
"11",0.652504391012052,1,"CRY1GG"
"12",1,1,"CRY2GG"
"13",0.622078870496592,1,"CRY2AA"
"14",0.375194509021957,1,"VNTRBB"
"15",0.362153669115694,1,"VNTRAB"
"16",0.0292585495783363,0.497395342831718,"AGE"
"17",0.306525627936355,1,"SOCIO"
