"","fisher_p_z","fisher_adjusted_p","names"
"1",1,1,"PER2AA"
"2",0.360675020701517,0.811518796578414,"PER2GG"
"3",1,1,"PER3AGG"
"4",0.317632893388123,0.811518796578414,"PER3ACG"
"5",0.242022667829119,0.811518796578414,"PER3BAA"
"6",0.747428769061035,0.987102950656938,"PER3BAG"
"7",0.258976893191774,0.811518796578414,"PER3CGG"
"8",0.810315232081781,0.987102950656938,"PER3CGT"
"9",1,1,"CLOCK3111CC"
"10",0.822585792214115,0.987102950656938,"CLOCK3111TC"
"11",0.296382720260175,0.811518796578414,"CRY1CC"
"12",0.638767169256532,0.987102950656938,"CRY1GG"
"13",0.3072060186984,0.811518796578414,"CRY2GG"
"14",0.227367261517433,0.811518796578414,"CRY2AA"
"15",0.47640342123004,0.952806842460079,"VNTRBB"
"16",0.661542365481148,0.987102950656938,"VNTRAB"
"17",0.000747421221130021,0.0134535819803404,"AGE"
"18",0.644912573489208,0.987102950656938,"SOCIO"
