"","log_odds","conf25","conf75","p_z","name","adjusted_p"
"1","1.24342105261672","-0.905078733993325","1.54293581000332","0.720801606171063","PER2AA",1
"2","1.81140336676418","-0.382481183594566","1.68182449375534","0.251251263716908","PER2GG",1
"3","945926.39845248","-282.807197595472",NA,"0.992456587408297","PER3AGG",1
"4","3.45","-0.402093537629958","4.14818538780079","0.237329068414611","PER3ACG",1
"5","67364145.7245246","-298.440575870763",NA,"0.996217288965014","PER2PER3CAAGG",1
"6","67364146.2421603","-134.063423070143","1012.1181947233","0.995564384390631","PER2PER3CAATT",1
"7","0.428571428571428","-2.22927235717552","0.631104186299669","0.23540649154642","PER2PER3CAAGT",1
"8","67364145.6145014","-132.557305937447","1213.28022018246","0.995987830942002","PER2PER3CGGGG",1
"9","1.17857142857143","-0.953191646062232","1.34243032943941","0.775491520561664","PER2PER3CGGTT",1
"10","67364145.7207992","-127.542844944368",NA,"0.99448582174815","PER2PER3CGGGT",1
"11","1.60714285714286","-1.01911911887128","2.42765449496363","0.571092067087079","PER2PER3CAGGG",1
"12","1.35714285714286","-1.02855396853073","1.89136698632067","0.672201861897459","PER2PER3CAGGT",1
"13","0.897435897435898","-1.52812341664562","1.52187467023449","0.88587825838668","PER2CLOCK3111AATT",1
"14","2809218.60329109","-165.160250426889",NA,"0.991448473215842","PER2CLOCK3111AACC",1
"15","1.61538461538461","-1.42308554358379","3.47082023631974","0.671601233968638","PER2CLOCK3111AATC",1
"16","2.09401709401709","-0.621857706357345","2.33161678282636","0.31018942400117","PER2CLOCK3111GGTT",1
"17","0.717948717948717","-2.42903278729224","2.71779052614258","0.780846634078129","PER2CLOCK3111GGCC",1
"18","1.7948717948718","-0.941996155042838","2.54958876229137","0.490149582559601","PER2CLOCK3111GGTC",1
"19","1.61538461538461","-1.42308554358379","3.47082023631975","0.671601233968639","PER2CLOCK3111AGCC",1
"20","0.837606837606836","-1.37989461759838","1.05012159471991","0.771066508880652","PER2CLOCK3111AGTC",1
"21","0.736842105263159","-1.94510142783318","1.71469470535569","0.731841206337142","PER2CRY1AACC",1
"22","24347114.2783605","-84.0400389526949",NA,"0.992498755566746","PER2CRY1AAGG",1
"23","0.736842105263157","-1.94510142783318","1.71469470535569","0.73184120633714","PER2CRY1AACG",1
"24","24347114.2772331","-73.062207620618","495.692524110205","0.992215599600481","PER2CRY1GGCC",1
"25","4.21052631578947","-0.357005517080151","4.39391157654264","0.189650714181669","PER2CRY1GGGG",1
"26","1.05263157894737","-1.15821077038534","1.341534736044","0.934649257632485","PER2CRY1GGCG",1
"27","3.78947368421049","-0.469796621885424","4.29111189712789","0.225250508534073","PER2CRY1AGCC",1
"28","0.842105263157895","-1.3987202534573","1.13115803645677","0.786180834687277","PER2CRY1AGGG",1
"29","0.67741935483871","-2.61622340729278","2.69632625912493","0.75116402221529","PER2CRY2AAGG",1
"30","9606893.10924491","-39.7031440279791","415.531361925337","0.989746224698157","PER2CRY2AAAA",1
"31","1.05376344086022","-1.38359780842843","1.69415285487565","0.945172841781727","PER2CRY2AAAG",1
"32","1.69354838709678","-1.03266969888202","2.5095833293958","0.540745039471069","PER2CRY2GGGG",1
"33","1.46774193548387","-1.19083657609676","2.37411072232124","0.658137026104207","PER2CRY2GGAA",1
"34","3.50000000000001","-0.256998074581633","3.20921159718993","0.136352074291847","PER2CRY2GGAG",1
"35","0.858064516129033","-1.43083744112697","1.18157455573418","0.814944049236761","PER2CRY2AGGG",1
"36","2.93548387096774","-0.441761268953289","3.03814864423175","0.202378162268137","PER2CRY2AGAA",1
"37","1.12903225806452","-1.54443380076478","2.14620181809248","0.892316179949228","PER2VNTRAAAA",1
"38","6862066.50643905","-151.392832978312",NA,"0.9929011192322","PER2VNTRAABB",1
"39","0.645161290322582","-2.1764754869093","1.62504483211473","0.635972327535468","PER2VNTRAAAB",1
"40","1.16935483870968","-1.26311998591367","1.63473130724671","0.827707075204815","PER2VNTRGGAA",1
