"","multi_log_odds","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"1","2.70089117150159e+202",NA,NA,"0.999942712814762","PER2AA",0.999992647787945
"2","Inf",NA,NA,"0.999968965413878","PER2GG",0.999992647787945
"3","6.50503282630859e+101",NA,NA,"0.999972465331265","PER3ACG",0.999992647787945
"4","0",NA,NA,"0.999969202238456","PER3BAA",0.999992647787945
"5","2.31231923322817e-165","-1884500.27172335",NA,"0.999967280975625","PER3BAG",0.999992647787945
"6","2.77005357959833e-309","-2677383.28484258","2675962.32498844","0.999975577703494","PER3CGG",0.999992647787945
"7","0",NA,NA,"0.999958244508215","PER3CGT",0.999992647787945
"8","Inf",NA,NA,"0.99996979425805","CLOCK3111CC",0.999992647787945
"9","3.63981788745737e-66",NA,NA,"0.999989184987212","CLOCK3111TC",0.999992647787945
"10","2.40266780636963e-34",NA,NA,"0.999992647787945","CRY1CC",0.999992647787945
"11","0",NA,NA,"0.999968272069358","CRY1GG",0.999992647787945
"12","8.13407780164995e+71",NA,NA,"0.999957923391004","CRY2GG",0.999992647787945
"13","Inf",NA,NA,"0.999968772436148","CRY2AA",0.999992647787945
"14","0",NA,NA,"0.999974104435965","VNTRBB",0.999992647787945
"15","2.8787809965916e-163",NA,NA,"0.999963028953723","VNTRAB",0.999992647787945
"16","Inf",NA,NA,"0.999976351191397","PER2PER3AAACC",0.999992647787945
"17",NA,NA,NA,NA,"PER2PER3AAACG",NA
"18","2.74698583277201e-309",NA,NA,"0.999970669693514","PER2PER3AGGCC",0.999992647787945
"19",NA,NA,NA,NA,"PER2PER3AGGCG",NA
"20",NA,NA,NA,NA,"PER2PER3AAGCG",NA
"21","152322611122.518",NA,NA,"0.999977324755165","PER2PER3BAAGG",0.999992647787945
"22",NA,NA,NA,NA,"PER2PER3BAAAG",NA
"23","4.48879219694907e+207",NA,NA,"0.999975140317573","PER2PER3BGGGG",0.999992647787945
"24","1.21232680100611e-67",NA,NA,"0.999973915141026","PER2PER3BGGAA",0.999992647787945
"25",NA,NA,NA,NA,"PER2PER3BGGAG",NA
"26",NA,NA,NA,NA,"PER2PER3BAGAA",NA
"27",NA,NA,NA,NA,"PER2PER3BAGAG",NA
"28","2.00849416718835e-29",NA,NA,"0.999965922724461","PER2PER3CAAGG",0.999992647787945
"29","2144958234285198","-352307.059178942",NA,"0.999974553876822","PER2PER3CAATT",0.999992647787945
"30",NA,NA,NA,NA,"PER2PER3CAAGT",NA
"31","1.93893263742337e-141",NA,NA,"0.999967187309744","PER2PER3CGGGG",0.999992647787945
"32","0","-960722.812430962",NA,"0.999968471347541","PER2PER3CGGTT",0.999992647787945
"33",NA,NA,NA,NA,"PER2PER3CGGGT",NA
"34",NA,NA,NA,NA,"PER2PER3CAGGG",NA
"35",NA,NA,NA,NA,"PER2PER3CAGGT",NA
"36","1.25858954238357e-202",NA,"2366311.17051191","0.99996663891378","PER2CLOCK3111AATT",0.999992647787945
"37",NA,NA,NA,NA,"PER2CLOCK3111AATC",NA
"38","1.04096156372701e-227",NA,NA,"0.999966368019594","PER2CLOCK3111GGTT",0.999992647787945
"39",NA,NA,NA,NA,"PER2CLOCK3111GGTC",NA
"40",NA,NA,NA,NA,"PER2CLOCK3111AGCC",NA
"41",NA,NA,NA,NA,"PER2CLOCK3111AGTC",NA
"42","Inf",NA,NA,"0.999973731594884","PER2CRY1AACC",0.999992647787945
"43","3.99219317540972e-96",NA,NA,"0.999973121946594","PER2CRY1AAGG",0.999992647787945
"44",NA,NA,NA,NA,"PER2CRY1AACG",NA
"45","9.26180296816566e-254",NA,NA,"0.999972147564399","PER2CRY1GGCC",0.999992647787945
"46","1.03357313672153e+171",NA,NA,"0.999963113050487","PER2CRY1GGGG",0.999992647787945
"47",NA,NA,NA,NA,"PER2CRY1GGCG",NA
"48",NA,NA,NA,NA,"PER2CRY1AGCC",NA
"49",NA,NA,NA,NA,"PER2CRY1AGGG",NA
"50",NA,NA,NA,NA,"PER2CRY2AAGG",NA
"51","0","-1606063.70073064",NA,"0.99996824434175","PER2CRY2AAAA",0.999992647787945
"52",NA,NA,NA,NA,"PER2CRY2AAAG",NA
"53","1.24096250716883e+286",NA,NA,"0.999967521231509","PER2CRY2GGGG",0.999992647787945
"54","Inf",NA,NA,"0.999970221223917","PER2CRY2GGAA",0.999992647787945
"55",NA,NA,NA,NA,"PER2CRY2GGAG",NA
"56",NA,NA,NA,NA,"PER2CRY2AGGG",NA
"57",NA,NA,NA,NA,"PER2CRY2AGAA",NA
"58",NA,NA,NA,NA,"PER2VNTRAAAA",NA
"59",NA,NA,NA,NA,"PER2VNTRAABB",NA
