"","fisher_p_z","fisher_adjusted_p","names"
"1",1,1,"PER2AA"
"2",0.136810773958025,1,"PER2GG"
"3",1,1,"PER3ACG"
"4",0.296913580246913,1,"PER3BAA"
"5",0.631657308883633,1,"PER3BAG"
"6",1,1,"PER3CGG"
"7",0.751374466306938,1,"PER3CGT"
"8",1,1,"CLOCK3111CC"
"9",0.758280731131746,1,"CLOCK3111TC"
"10",0.28159385566667,1,"CRY1CC"
"11",0.76192932386938,1,"CRY1GG"
"12",0.758266698082755,1,"CRY2GG"
"13",0.101789183999891,1,"CRY2AA"
"14",0.582444155395521,1,"VNTRBB"
"15",0.763013999566772,1,"VNTRAB"
"16",1,1,"PER2PER3AAACC"
"17",0.0619712750345836,1,"PER2PER3AGGCC"
"18",1,1,"PER2PER3AGGCG"
"19",0.631657308883633,1,"PER2PER3AAGCG"
"20",0.341813879808459,1,"PER2PER3BAAGG"
"21",0.160493827160494,1,"PER2PER3BAAAG"
"22",0.228063098665024,1,"PER2PER3BGGGG"
"23",0.160493827160494,1,"PER2PER3BGGAA"
"24",1,1,"PER2PER3BGGAG"
"25",1,1,"PER2PER3BAGAA"
"26",1,1,"PER2PER3BAGAG"
"27",0.412611345522738,1,"PER2PER3CAAGG"
"28",1,1,"PER2PER3CAATT"
"29",1,1,"PER2PER3CAAGT"
"30",1,1,"PER2PER3CGGGG"
"31",0.42926318203009,1,"PER2PER3CGGTT"
"32",0.0952961529524612,1,"PER2PER3CGGGT"
"33",1,1,"PER2PER3CAGGG"
"34",0.679336812160265,1,"PER2PER3CAGGT"
"35",1,1,"PER2CLOCK3111AATT"
"36",1,1,"PER2CLOCK3111AATC"
"37",1,1,"PER2CLOCK3111GGTT"
"38",0.0580519766682125,1,"PER2CLOCK3111GGTC"
"39",1,1,"PER2CLOCK3111AGCC"
"40",0.351989710073058,1,"PER2CLOCK3111AGTC"
"41",1,1,"PER2CRY1AACC"
"42",1,1,"PER2CRY1AAGG"
"43",1,1,"PER2CRY1AACG"
"44",1,1,"PER2CRY1GGCC"
"45",0.688476073365261,1,"PER2CRY1GGGG"
"46",0.207742235841288,1,"PER2CRY1GGCG"
"47",0.341813879808459,1,"PER2CRY1AGCC"
"48",0.682960125017211,1,"PER2CRY1AGGG"
"49",1,1,"PER2CRY2AAGG"
"50",1,1,"PER2CRY2AAAA"
"51",1,1,"PER2CRY2AAAG"
"52",0.658941952670031,1,"PER2CRY2GGGG"
"53",1,1,"PER2CRY2GGAA"
"54",0.042736107912841,1,"PER2CRY2GGAG"
"55",0.448001463331428,1,"PER2CRY2AGGG"
"56",0.196832316710269,1,"PER2CRY2AGAA"
"57",1,1,"PER2VNTRAAAA"
"58",1,1,"PER2VNTRAABB"
"59",1,1,"PER2VNTRAAAB"
"60",0.120150563121174,1,"PER2VNTRGGAA"
"61",1,1,"PER2VNTRGGBB"
"62",1,1,"PER2VNTRGGAB"
"63",1,1,"PER2VNTRAGBB"
"64",0.497177015010421,1,"PER2VNTRAGAB"
"65",0.296913580246913,1,"PER3APER3BCCAA"
"66",0.631657308883633,1,"PER3APER3BCCAG"
"67",1,1,"PER3APER3BCGGG"
"68",1,1,"PER3APER3CCCGG"
"69",1,1,"PER3APER3CCCGT"
"70",0.510509454602281,1,"PER3APER3CCGGG"
"71",0.582444155395521,1,"PER3APER3CCGTT"
"72",0.412611345522738,1,"PER3APER3CCGGT"
"73",1,1,"PER3ACLOCK3111CCCC"
"74",0.746770289757067,1,"PER3ACLOCK3111CCTC"
"75",1,1,"PER3ACLOCK3111CGTT"
"76",0.412611345522738,1,"PER3ACLOCK3111CGCC"
"77",1,1,"PER3ACLOCK3111CGTC"
"78",0.443835010428222,1,"PER3ACRY1CCCC"
"79",0.744698033535766,1,"PER3ACRY1CCGG"
"80",1,1,"PER3ACRY1CGCC"
"81",0.510509454602281,1,"PER3ACRY1CGGG"
"82",1,1,"PER3ACRY1CGCG"
"83",0.748801100853941,1,"PER3ACRY2CCGG"
"84",0.281450888976477,1,"PER3ACRY2CCAA"
"85",1,1,"PER3ACRY2CGGG"
"86",1,1,"PER3ACRY2CGAA"
"87",0.412611345522738,1,"PER3ACRY2CGAG"
"88",0.586793695443484,1,"PER3AVNTRCCBB"
"89",0.764533617047176,1,"PER3AVNTRCCAB"
"90",1,1,"PER3AVNTRCGAA"
"91",1,1,"PER3AVNTRCGBB"
"92",1,1,"PER3AVNTRCGAB"
"93",0.28159385566667,1,"PER3BPER3CGGGG"
"94",0.746770289757067,1,"PER3BPER3CGGGT"
"95",0.160493827160494,1,"PER3BPER3CAAGG"
"96",1,1,"PER3BPER3CAATT"
"97",0.160493827160494,1,"PER3BPER3CAGGG"
"98",1,1,"PER3BPER3CAGTT"
"99",1,1,"PER3BPER3CAGGT"
"100",1,1,"PER3BCLOCK3111GGCC"
"101",0.746770289757067,1,"PER3BCLOCK3111GGTC"
"102",0.296913580246913,1,"PER3BCLOCK3111AATT"
"103",0.311996446813236,1,"PER3BCLOCK3111AGTT"
"104",1,1,"PER3BCLOCK3111AGTC"
"105",0.68144921787726,1,"PER3BCRY1GGCC"
"106",0.744698033535766,1,"PER3BCRY1GGGG"
"107",1,1,"PER3BCRY1AACC"
"108",0.160493827160494,1,"PER3BCRY1AAGG"
"109",1,1,"PER3BCRY1AGCC"
"110",1,1,"PER3BCRY1AGGG"
"111",0.0655180496952649,1,"PER3BCRY1AGCG"
"112",0.527611485983183,1,"PER3BCRY2GGGG"
"113",0.169068991024564,1,"PER3BCRY2GGAA"
"114",0.296913580246913,1,"PER3BCRY2AAAG"
"115",0.412611345522738,1,"PER3BCRY2AGGG"
