"","fisher_p_z","fisher_adjusted_p","names"
"1",0.573823258860108,0.938983514498358,"PER2AA"
"2",0.882082245795237,1,"PER2GG"
"3",1,1,"PER3AGG"
"4",0.322458830195322,0.658370119922686,"PER3ACG"
"5",1,1,"PER3BAA"
"6",0.680916981111138,0.997544383059764,"PER3BAG"
"7",0.302980189869009,0.658370119922686,"PER3CGG"
"8",1,1,"PER3CGT"
"9",0.45582628852104,0.820487319337871,"CLOCK3111CC"
"10",0.0730248772315305,0.657223895083775,"CLOCK3111TC"
"11",0.284065380766715,0.658370119922686,"CRY1CC"
"12",0.294043625020026,0.658370119922686,"CRY1GG"
"13",0.329185059961343,0.658370119922686,"CRY2GG"
"14",0.151569598427179,0.658370119922686,"CRY2AA"
"15",0.308836105718989,0.658370119922686,"VNTRBB"
"16",0.772773060281575,0.997544383059764,"VNTRAB"
"17",0.775867853490928,0.997544383059764,"AGE"
"18",0.00581796482603231,0.104723366868582,"SOCIO"
