"","multi_log_odds","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"1","0.716820694436967","-3.79216806572746","2.41058119223016","0.821802624798509","PER2AA",0.98264437331462
"2","2.30087384722952","-0.820452292923863","2.71084061141761","0.340287615622515","PER2GG",0.942076259508581
"3","0.994968081527269","-2.39828168139482","2.18311501193137","0.996432000839071","PER3ACG",0.996432000839071
"4","5.38528780423341","-2.23039586956135","6.08130794928201","0.387913753915298","PER3BAA",0.942076259508581
"5","3.35241193859333","-1.14230960877825","3.40451293191361","0.278189474442381","PER3BAG",0.942076259508581
"6","1.66007976342384","-1.58520355880097","2.48508091626055","0.614346605460236","PER3CGG",0.98264437331462
"7","0.857755076332859","-2.03935951076481","1.64487339506672","0.867039152924665","PER3CGT",0.98264437331462
"8","1.81582493149374","-2.78783942318207","3.42187590095811","0.685124523399698","CLOCK3111CC",0.98264437331462
"9","1.33705598021721","-1.41575454147613","1.9993032116915","0.731430770363708","CLOCK3111TC",0.98264437331462
"10","0.132581435130335","-5.30703964737349","0.177338973950754","0.118833082691758","CRY1CC",0.942076259508581
"11","0.356580238639499","-2.84565723477774","0.539520538280171","0.220377913874466","CRY1GG",0.942076259508581
"12","0.558368442183003","-2.25433905234323","0.972057060299736","0.467869202056965","CRY2GG",0.98264437331462
"13","0.125978417777414","-5.1863086199092","-0.0239112630330449","0.0875011611330721","CRY2AA",0.942076259508581
"14","5.03406096999498e-08",NA,"135.601258304609","0.994570618078745","VNTRBB",0.996432000839071
"15","0.632382307251226","-1.9646174029474","1.03837896544457","0.541680611131963","VNTRAB",0.98264437331462
"16","0.000280449863012253","-148.782667197313","48.9741744370436","0.836604025784021","AGE",0.98264437331462
"17","1.21805330699873e-18","-128.918129217826","36.5586176064913","0.316752254655435","SOCIO",0.942076259508581
