"","multi_log_odds","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"1","1.43021360029225","-0.463026693494082","1.16701243555974","0.387235292262486","PER2AA",0.651639615510313
"2","1.15853980589073","-0.468586502011712","0.763836928493949","0.638778999153938","PER2GG",0.758550061495301
"3","1.70594273319079e-06",NA,"166.415247154654","0.987995813274859","PER3AGG",0.987995813274859
"4","0.702554085941905","-1.23203546754847","0.465381181076003","0.411561862427566","PER3ACG",0.651639615510313
"5","2.23770955149938","-2.37047996743287","3.31121265444367","0.539446844085128","PER3BAA",0.690211806459856
"6","1.51972634045405","-0.409670190136204","1.22225009160346","0.311731348611423","PER3BAG",0.651639615510313
"7","0.598785833957067","-1.28300438792508","0.225060231503679","0.180539811738359","PER3CGG",0.651639615510313
"8","0.769064499310068","-0.962011557613617","0.421132921077075","0.45523971458154","PER3CGT",0.665350352080712
"9","1.80130632240196","-0.414284644238167","1.57208168937782","0.241846755527055","CLOCK3111CC",0.651639615510313
"10","0.713485311278968","-0.957499206440327","0.267755193620461","0.278545922897012","CLOCK3111TC",0.651639615510313
"11","0.946925163068619","-0.790962501121499","0.665692289655381","0.882866086340235","CRY1CC",0.931914202248026
"12","0.662968064052108","-1.08356714556068","0.245002827260983","0.223681462431354","CRY1GG",0.651639615510313
"13","0.587521633161013","-1.19872838279688","0.117509222353579","0.11188299654473","CRY2GG",0.531444233587468
"14","0.368427313078874","-1.71475579767476","-0.316578256638764","0.00494693341606006","CRY2AA",0.0313305783017137
"15","1.38024355705765","-0.74423814511808","1.36014367288411","0.544904057731465","VNTRBB",0.690211806459856
"16","1.05328979400111","-0.56985330484722","0.678287990409659","0.870084526406382","VNTRAB",0.931914202248026
"17","0.310711116644797","-1.90029903342908","-0.500829597901159","0.00098183228007963","GENDER",0.00932740666075649
"18","0.000774903813844088","-26.4535950056738","7.90217454485113","0.387517770143458","AGE",0.651639615510313
"19","5.86253868955572e-19","-66.1694870528817","-18.9810793924732","0.000464668644779886","SOCIO",0.00882870425081783
