"","log_odds","conf25","conf75","p_z","name","adjusted_p"
"1","1.23949579831931","-0.581625488971429","0.997873134139898","0.592179490634649","PER2AA",0.791904586196964
"2","0.991596638655465","-0.639287421428283","0.618832597008656","0.978969610167392","PER2GG",0.987318413168191
"3","7.35925910955376e-07",NA,"165.774238405503","0.987235980343687","PER3AGG",0.987318413168191
"4","0.637700534759357","-1.32879092991779","0.35550254262859","0.289909290917707","PER3ACG",0.786896646776633
"5","8.06207369511116e-07",NA,"165.865259658276","0.987318413168191","PER3BAA",0.987318413168191
"6","1.20542986425339","-0.633075370861794","0.980542484160402","0.647086766667248","PER3BAG",0.791904586196964
"7","0.635416666667288","-1.21585485577521","0.273951804570192","0.230264324574047","PER3CGG",0.729170361151149
"8","0.847222222222233","-0.841167176638301","0.496087587739548","0.625815674779703","PER3CGT",0.791904586196964
"9","1.27173913043478","-0.754050183772681","1.22348549537152","0.629467122867729","CLOCK3111CC",0.791904586196964
"10","0.575684380033187","-1.18687796922048","0.0634134873651602","0.0824403700649966","CLOCK3111TC",0.430456421239634
"11","1.36894409937888","-0.429083741907388","1.05372260005872","0.404505326228581","CRY1CC",0.791904586196964
"12","0.794047619047903","-0.888535704340105","0.416254020664697","0.487100335687613","CRY1GG",0.791904586196964
"13","0.544940289126658","-1.32611531992919","0.0859658634802953","0.090622404471502","CRY2GG",0.430456421239634
"14","0.491775382870852","-1.42244275782634","-0.0249369185558446","0.0456263762897336","CRY2AA",0.430456421239634
"15","1.99999999999959","-0.337328941270156","1.72707404079737","0.182709157196097","VNTRBB",0.694294797345169
"16","1.27586206896526","-0.351943894799538","0.844026117680591","0.423506827799289","VNTRAB",0.791904586196964
"17","3.49561159122678e-16","-59.6610004271177","-12.8605455657367","0.00272116374513068","SOCIO",0.0517021111574829
"18","1.84999999999451","-0.630270945642179","2.14445131987422","0.367640050070041","AGE",0.791904586196964
"19","1.13232758620687","-0.44278054862069","0.691211088013509","0.666867019955338","VNTRAB",0.791904586196964
