"","multi_log_odds","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"1","0.965073449646917","-0.974547599116439","0.94785839140807","0.94177517393602","PER2AA",0.987880328901467
"2","0.713019173631158","-1.06179478785161","0.380414718756738","0.355950394896146","PER2GG",0.58246428255733
"3","666086.490332679","-166.219130710175",NA,"0.987880328901467","PER3AGG",0.987880328901467
"4","1.10496827642012","-0.852617725396893","1.1372553263166","0.842410585588596","PER3ACG",0.987880328901467
"5","0.934752741364109","-3.47341900948057","3.34830624455387","0.965175826749651","PER3BAA",0.987880328901467
"6","1.02727761722195","-0.871897252736461","0.98512148290671","0.954287024357177","PER3BAG",0.987880328901467
"7","0.633105123887202","-1.31312609254513","0.412145337096354","0.296231022557876","PER3CGG",0.58246428255733
"8","0.572437145035967","-1.38096984999213","0.262474636299569","0.180916703413953","PER3CGT",0.542750110241859
"9","2.84045453847077","-0.235056377907747","2.61817969289789","0.140042739620601","CLOCK3111CC",0.504153862634164
"10","1.49591790045276","-0.293354617989856","1.12447987997774","0.263404198879076","CLOCK3111TC",0.58246428255733
"11","0.789659642093814","-1.11754771134718","0.672319498391939","0.602556568121522","CRY1CC",0.903834852182283
"12","0.54376282068455","-1.40366399931644","0.167731332703692","0.126823284727136","CRY1GG",0.504153862634164
"13","0.335272201148202","-1.90312836398566","-0.304499110816998","0.00709629473121472","CRY2GG",0.0638666525809325
"14","0.524607828776333","-1.46433252722541","0.165965893070635","0.118854202402357","CRY2AA",0.504153862634164
"15","1.30180840797646","-0.991034229040411","1.71174854614331","0.696319469922106","VNTRBB",0.964134650661378
"16","0.696077331160493","-1.10011341718953","0.360773228274208","0.328985916060442","VNTRAB",0.58246428255733
"17","2.19338733154638e-12","-50.3010857556177","-11.1989947289708","0.00434198472746567","AGE",0.0638666525809325
"18","3.85982873831361e-08","-45.9923602329431","10.5372197669338","0.234093820551919","SOCIO",0.58246428255733
