"","fisher_p_z","fisher_adjusted_p","names"
"1",1,1,"PER2AA"
"2",0.255263603550966,0.867896252073284,"PER2GG"
"3",1,1,"PER3ACG"
"4",0.53109243697479,0.918083548481336,"PER3BAA"
"5",0.145833145938042,0.784837520814968,"PER3BAG"
"6",0.602440340244112,0.918083548481336,"PER3CGG"
"7",0.81144493859432,0.931476352613779,"PER3CGT"
"8",0.184667651956463,0.784837520814968,"CLOCK3111CC"
"9",0.636325004414105,0.918083548481336,"CLOCK3111TC"
"10",0.399771573745803,0.918083548481336,"CRY1CC"
"11",0.480179668914962,0.918083548481336,"CRY1GG"
"12",0.0327948879941288,0.278756547950095,"CRY2GG"
"13",0.0123491969134106,0.209936347527981,"CRY2AA"
"14",0.702063890015139,0.918083548481336,"VNTRBB"
"15",0.821890899365099,0.931476352613779,"VNTRAB"
"16",0.663757818731372,0.918083548481336,"AGE"
"17",0.519469032871836,0.918083548481336,"SOCIO"
