"","multi_log_odds","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"1","2.65286915085187e+47","-10574.2181703764","11094.5015432445","0.9995620854813","PER2AA",0.999981742721001
"2","3.55286332949817e-86","-5049.59234414403","4656.0832158492","0.998134786182542","PER2GG",0.999981742721001
"3","3.18621788187553e-59","-9495.36699920067","8764.81634850423","0.999136596385204","PER3ACG",0.999981742721001
"4","1.96661278162184e-138","-16643.7594946928","15433.8317758598","0.999024898241815","PER3BAA",0.999981742721001
"5","8.60000512936926e-72","-7148.35480597713","6821.08607818539","0.998922231887743","PER3BAG",0.999981742721001
"6","1765457788.14339","-5049.48112939137","5092.06448111888","0.999806831784709","PER3CGG",0.999981742721001
"7","9.96405054149766e-60","-5370.81534460276","5442.46992879251","0.99883355348331","PER3CGT",0.999981742721001
"8","8544355666.75534","-9799.18735176","9844.92442525192","0.999876318335701","CLOCK3111CC",0.999981742721001
"9","1.31437152530198e-05","-1476.01248958849","1401.87755371885","0.999614736630086","CLOCK3111TC",0.999981742721001
"10","6.59946538301248e-77","-6445.44710347089","6094.62297643616","0.998712968194628","CRY1CC",0.999981742721001
"11","3.21872607811004e-29","-5502.29604799216","4923.87216914982","0.999445154467316","CRY1GG",0.999981742721001
"12","1.09066878203599e-23","-1244.89645225629","1405.61338884208","0.998891463096173","CRY2GG",0.999981742721001
"13","0.113760289938665","-5103.04210706797","5242.83375889819","0.999981742721001","CRY2AA",0.999981742721001
"14","1.66051432868458e-127","-15354.5867739933","14770.7444151546","0.999108413142245","VNTRBB",0.999981742721001
"15","4.17667952971711e-91","-4760.34929639975","4219.0368329936","0.997986051907483","VNTRAB",0.999981742721001
"16","0","-108678.360185471","106871.313346007","0.998631759166436","AGE",0.999981742721001
"17","Inf","-59650.4060766254","63849.3772178086","0.998435857220559","SOCIO",0.999981742721001
