"","multi_log_odds","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"1","1.29454900487912","-1.03048504229073","1.8154425628704","0.714793249196928","PER2AA",0.954710029353403
"2","0.997382048807979","-0.966900347527423","0.983623267396141","0.995745944815775","PER2GG",0.998684987272191
"3","398731.437418715","-282.609589217889",NA,"0.992930167198315","PER3AGG",0.998684987272191
"4","1.98039744552343","-0.744895353762681","2.64007792117059","0.407681959804329","PER3ACG",0.954710029353403
"5","0.324412241201921","-3.76211114554663","2.19868332103363","0.426402296876015","PER3BAA",0.954710029353403
"6","1.67781570262944","-0.870286308152909","2.42848213481768","0.518463055505124","PER3BAG",0.954710029353403
"7","1.64371703015668","-0.764661713822392","2.01809027072365","0.473357874666234","PER3CGG",0.954710029353403
"8","1.50346183706176","-0.673593058599326","1.60370671008652","0.476111103014922","PER3CGT",0.954710029353403
"9","0.986886887255583","-1.54262707550629","1.96704218974054","0.987686504847209","CLOCK3111CC",0.998684987272191
"10","0.81818414213248","-1.14701230447818","0.759827482727587","0.676808962704289","CLOCK3111TC",0.954710029353403
"11","1.56346274851238","-0.68892432742911","1.7539851415023","0.464322439327162","CRY1CC",0.954710029353403
"12","1.60426252621553","-0.547940051528259","1.59043058782379","0.379212390387803","CRY1GG",0.954710029353403
"13","0.77278094285445","-1.27228156495488","0.780374589859165","0.618274441744988","CRY2GG",0.954710029353403
"14","1.19499068845716","-0.910421783850889","1.35315778328663","0.753718444226371","CRY2AA",0.954710029353403
"15","1.54288949561124","-1.29443186638633","2.60203253040275","0.650808259153479","VNTRBB",0.954710029353403
"16","0.687096955974198","-1.43452818133327","0.622308693267659","0.469450131948234","VNTRAB",0.954710029353403
"17","2.30142064361576","-0.193661999594672","2.05441135247278","0.138817848433639","GENDER",0.954710029353403
"18","3.52719029927663e-16","-58.049618713906","-18.0827618557733","0.000433648662478653","AGE",0.00823932458709441
"19","0.970575179669566","-36.4822168706109","35.140121183892","0.998684987272191","SOCIO",0.998684987272191
