"","fisher_p_z","fisher_adjusted_p","names"
"1",0.844058428892842,1,"PER2AA"
"2",0.532418818103188,1,"PER2GG"
"3",1,1,"PER3AGG"
"4",0.831476392336862,1,"PER3ACG"
"5",0.490740740740741,1,"PER3BAA"
"6",1,1,"PER3BAG"
"7",0.277581608264661,0.864862064651898,"PER3CGG"
"8",0.739800322867299,1,"PER3CGT"
"9",0.288287354883966,0.864862064651898,"CLOCK3111CC"
"10",0.876566754956537,1,"CLOCK3111TC"
"11",1,1,"CRY1CC"
"12",0.26730739360118,0.864862064651898,"CRY1GG"
"13",0.0267326599718703,0.240593939746833,"CRY2GG"
"14",1,1,"CRY2AA"
"15",0.44652414374431,1,"VNTRBB"
"16",0.763014484064165,1,"VNTRAB"
"17",0.00348997908967646,0.0628196236141762,"AGE"
"18",0.109230525411389,0.655383152468334,"SOCIO"
