"","log_odds","conf25","conf75","p_z","name","adjusted_p"
"1","1.38181818181818","-0.751070431539139","1.61946667281384","0.583494084515657","PER2AA",0.999999999999997
"2","1.43838383838384","-0.481469243320635","1.2652078085855","0.409109366187094","PER2GG",0.999999999999997
"3","283123.066292899","-167.329706759066",NA,"0.988653536800824","PER3AGG",0.999999999999997
"4","2.27227722772277","-0.447146874800216","2.67342925351781","0.277558185442599","PER3ACG",0.999999999999997
"5","17347318.9089096","-85.7598961916077","500.731852285491","0.993237362840957","PER2PER3CAAGG",0.999999999999997
"6","17347318.9099679","-71.0458742145834","431.195656460378","0.992102975598082","PER2PER3CAATT",0.999999999999997
"7","0.45","-2.09514356812131","0.62751276341242","0.239628430339266","PER2PER3CAAGT",0.999999999999997
"8","2.55","-0.837496712515281","3.88564300660783","0.390151078652132","PER2PER3CGGGG",0.999999999999997
"9","0.942857142857142","-1.11942062293312","1.03720309176589","0.913491103422709","PER2PER3CGGTT",0.999999999999997
"10","4.2","-0.306828201553022","4.37393923810453","0.183372863367681","PER2PER3CGGGT",0.999999999999997
"11","0.750000000000001","-1.52482331526283","1.10106378583809","0.660046417195413","PER2PER3CAGGG",0.999999999999997
"12","1.5","-0.885819921742568","1.96425977741005","0.564191668710157","PER2PER3CAGGT",0.999999999999997
"13","1.16949152542373","-1.15209244144958","1.72591062127695","0.825597670001049","PER2CLOCK3111AATT",0.999999999999997
"14","878310.436277453","-95.6328128775148",NA,"0.987005230287297","PER2CLOCK3111AACC",0.999999999999997
"15","1.83050847457627","-1.20353643560769","3.56547359693565","0.582789657949335","PER2CLOCK3111AATC",0.999999999999997
"16","1.98305084745763","-0.499096300371238","2.03703891054003","0.27739509371092","PER2CLOCK3111GGTT",0.999999999999997
"17","0.610169491525424","-2.54621449164626","2.53729194814054","0.673877510677955","PER2CLOCK3111GGCC",0.999999999999997
"18","1.25847457627119","-0.973080486187791","1.5957896782781","0.7190245255624","PER2CLOCK3111GGTC",0.999999999999997
"19","2.13559322033898","-1.03271188616406","3.71421652578998","0.488445534262863","PER2CLOCK3111AGCC",0.999999999999997
"20","0.940677966101693","-1.16130349953677","1.10109839320589","0.914145055572735","PER2CLOCK3111AGTC",0.999999999999997
"21","0.666666666666662","-1.98557020260459","1.58597605572705","0.640677034311181","PER2CRY1AACC",0.999999999999997
"22","7090802.05675089","-34.2105282124229","251.224341104049","0.986883462826345","PER2CRY1AAGG",0.999999999999997
"23","1.08333333333333","-1.42275341928833","2.03656890483425","0.924136372932244","PER2CRY1AACG",0.999999999999997
"24","1.58333333333333","-1.00498460175506","2.39762907549877","0.577978057931779","PER2CRY1GGCC",0.999999999999997
"25","5.49999999999999","-0.0321022903108631","4.64195349500405","0.11345228045152","PER2CRY1GGGG",0.999999999999997
"26","1.02777777777778","-1.07536524330815","1.19218493854274","0.961568457696504","PER2CRY1GGCG",0.999999999999997
"27","4.33333333333337","-0.281626149886008","4.40737926246946","0.174865015422833","PER2CRY1AGCC",0.999999999999997
"28","0.833333333333334","-1.29677243661715","0.991666530003274","0.750819215916439","PER2CRY1AGGG",0.999999999999997
"29","1.46511627906976","-1.51814191717624","3.37204969893883","0.735399097522776","PER2CRY2AAGG",0.999999999999997
"30","6925899.68362695","-46.3591555109307",NA,"0.988996196288139","PER2CRY2AAAA",0.999999999999997
"31","0.922480620155037","-1.4851481178122","1.53927503618355","0.91400199950258","PER2CRY2AAAG",0.999999999999997
"32","0.936046511627907","-1.36813210844999","1.35627817886347","0.922338958752719","PER2CRY2GGGG",0.999999999999997
"33","1.87209302325581","-0.887352279674429","2.58472238036779","0.456638056451419","PER2CRY2GGAA",0.999999999999997
