"","multi_log_odds","multi_conf25","multi_conf75","multi_p_z","name","multi_adjusted_p"
"1","0",NA,"2843186.40034033","0.999587399985916","PER2AA",0.99999665721587
"2","1.0573090455636e-250",NA,NA,"0.999765728088517","PER2GG",0.99999665721587
"3","0","-264274.7722113","274085.17622641","0.999588430229143","PER3ACG",0.99999665721587
"4","0",NA,"2607952.04553357","0.99956814475939","PER3BAA",0.99999665721587
"5","1.93830792173849e-42","-69873.9004356337","66244.1285896226","0.999917407824935","PER3BAG",0.99999665721587
"6","Inf","-4379887.24836002","4674917.9819019","0.999571148758825","PER3CGG",0.99999665721587
"7","0",NA,"2407969.13368461","0.999592210527798","PER3CGT",0.99999665721587
"8","Inf","-1224181.3450637",NA,"0.999588633927514","CLOCK3111CC",0.99999665721587
"9","1.11061281560244e+277","-239076.619030049","261838.314861915","0.999862468572532","CLOCK3111TC",0.99999665721587
"10","Inf","-2281258.072747","2641481.47316996","0.99958132085357","CRY1CC",0.99999665721587
"11","Inf","-785496.103809114","837878.914538854","0.999589580487798","CRY1GG",0.99999665721587
"12","Inf","-805064.409339254","857871.840480918","0.999619563327382","CRY2GG",0.99999665721587
"13","0",NA,"2990442.38620045","0.999570230554089","CRY2AA",0.99999665721587
"14","Inf","-1008830.46995851","1077085.04134949","0.999563022155809","VNTRBB",0.99999665721587
"15","5.22276611064852e-238","-234759.039301491","233666.314851561","0.999848230242548","VNTRAB",0.99999665721587
"16",NA,NA,NA,NA,"PER2PER3AAACC",NA
"17","Inf","-153284.056892381","133404.10270384","0.999577451039725","PER2PER3AGGCC",0.99999665721587
"18",NA,NA,NA,NA,"PER2PER3AGGCG",NA
"19",NA,NA,NA,NA,"PER2PER3AAGCG",NA
"20","2.73683127966437e-21","-3341816.99651043",NA,"0.999947680037002","PER2PER3BAAGG",0.99999665721587
"21",NA,NA,NA,NA,"PER2PER3BAAAG",NA
"22","0","-144827.256808962","159319.944562502","0.999566799063057","PER2PER3BGGGG",0.99999665721587
"23","Inf","-3332269.32206886","3994098.98845406","0.999572999995912","PER2PER3BGGAA",0.99999665721587
"24",NA,NA,NA,NA,"PER2PER3BGGAG",NA
"25",NA,NA,NA,NA,"PER2PER3BAGAA",NA
"26",NA,NA,NA,NA,"PER2PER3BAGAG",NA
"27","Inf","-66188.8319451262","72022.4643471987","0.999566558236535","PER2PER3CAAGG",0.99999665721587
"28","Inf","-1189542.32751223",NA,"0.999562705096767","PER2PER3CAATT",0.99999665721587
"29",NA,NA,NA,NA,"PER2PER3CAAGT",NA
"30","Inf","-2401893.74860499","2003849.54501411","0.999606247228362","PER2PER3CGGGG",0.99999665721587
"31","3.96567407859805e+104","-1049315.32418065",NA,"0.999748065619533","PER2PER3CGGTT",0.99999665721587
"32",NA,NA,NA,NA,"PER2PER3CGGGT",NA
"33",NA,NA,NA,NA,"PER2PER3CAGGG",NA
"34",NA,NA,NA,NA,"PER2PER3CAGGT",NA
"35","0","-969339.006851483","808440.995427711","0.99957083719621","PER2CLOCK3111AATT",0.99999665721587
"36",NA,NA,NA,NA,"PER2CLOCK3111AATC",NA
"37","0","-511479.467066091","461869.34356569","0.999566777527258","PER2CLOCK3111GGTT",0.99999665721587
"38",NA,NA,NA,NA,"PER2CLOCK3111GGTC",NA
"39",NA,NA,NA,NA,"PER2CLOCK3111AGCC",NA
"40",NA,NA,NA,NA,"PER2CLOCK3111AGTC",NA
"41","0","-850575.019369973","20046749.8033309","0.999636365578249","PER2CRY1AACC",0.99999665721587
"42","Inf","-864880.120439592",NA,"0.999567025733664","PER2CRY1AAGG",0.99999665721587
"43",NA,NA,NA,NA,"PER2CRY1AACG",NA
