"","log_odds","conf25","conf75","p_z","name","adjusted_p"
"1","0.916666679501626","-3.12452841881784","1.97793253714536","0.941193459187445","PER2AA",1
"2","2.53846153091046","-0.333237734306147","2.34024793765789","0.161981616872111","PER2GG",1
"3","0.942148767910239","-2.01093749385414","1.4304726168923","0.943189376331891","PER3ACG",1
"4","4","-1.9142970116144","4.24407929767729","0.334398832316194","PER2PER3CAAGG",1
"5","1.88037026380369e-07",NA,"109.951852541669","0.993753361881786","PER2PER3CAATT",1
"6","1.88037026379971e-07",NA,"147.2116333899","0.994590238788093","PER2PER3CAAGT",1
"7","0.999999999999997","-3.15430568558467","2.4901757116865","0.999999999999998","PER2PER3CGGGG",1
"8","2.4","-1.07694527200746","3.03344417763745","0.380324608172569","PER2PER3CGGTT",1
"9","4","-0.446127795502482","3.51600083483265","0.152212902181379","PER2PER3CGGGT",1
"10","1.33333333333333","-2.8841818020498","2.81290889278239","0.826826625612136","PER2PER3CAGGG",1
"11","0.727272727272725","-3.45807235229139","2.14381143049598","0.804397345320319","PER2PER3CAGGT",1
"12","1","-3.10703959893286","2.27113474658537","1","PER2CLOCK3111AATT",1
"13","5.18812159185138e-08",NA,"376.955767813911","0.996445974248006","PER2CLOCK3111AATC",1
"14","1.125","-1.68791293040454","1.92453952927282","0.894224104256593","PER2CLOCK3111GGTT",1
"15","3.00000000000001","-0.497115310222425","2.8485770976997","0.185622654620664","PER2CLOCK3111GGTC",1
"16","1.2","-2.93868878328961","2.48941352399063","0.884994366152852","PER2CLOCK3111AGCC",1
"17","5.1881215918801e-08","-617.244696959043","85.7955300902835","0.993511316692761","PER2CLOCK3111AGTC",1
"18","4.0352056825879e-08",NA,"1309.79284112634","0.997917335691689","PER2CRY1AACC",1
"19","4.03520568257688e-08",NA,"242.081331897818","0.99583468563264","PER2CRY1AAGG",1
"20","1.16666666666667","-2.99484804270316","2.52911664019162","0.904615165682455","PER2CRY1AACG",1
"21","0.777777777777778","-3.36605686126824","2.03246425787955","0.841105542380944","PER2CRY1GGCC",1
"22","1.27272727272727","-1.60676050699078","2.0930664838998","0.791110639366739","PER2CRY1GGGG",1
"23","2.07407407407407","-0.986731159436134","2.54475963168311","0.404508555294316","PER2CRY1GGCG",1
"24","4.03520568255245e-08",NA,"137.792843737432","0.993752064071843","PER2CRY1AGCC",1
"25","0.466666666666667","-3.84818718735799","1.45305079285687","0.534402688729608","PER2CRY1AGGG",1
"26","0.6","-3.65896965972621","1.83869438282847","0.690373392199205","PER2CRY2AAGG",1
"27","2.5940607959383e-08",NA,"1309.1708381048","0.997863288501215","PER2CRY2AAAA",1
"28","2.59406079593147e-08",NA,"375.827881350341","0.996299116008664","PER2CRY2AAAG",1
"29","0.749999999999999","-2.49915974425435","1.73955546061426","0.780870360842778","PER2CRY2GGGG",1
"30","0.333333333333333","-4.2090709518833","1.15903704110709","0.378399308618994","PER2CRY2GGAA",1
"31","1.66666666666666","-1.17061435418674","2.32275290919568","0.556748409286326","PER2CRY2GGAG",1
"32","0.230769230769231","-4.5618071868659","0.757736145013459","0.234509815970082","PER2CRY2AGGG",1
"33","2.59406079594111e-08","-577.021641201474","82.6955160797247","0.992913414746394","PER2CRY2AGAA",1
"34","4.32343465987961e-08",NA,"215.365095450984","0.995851564606435","PER2VNTRAAAA",1
"35","4.32343465990907e-08",NA,"1308.00378253269","0.997925775250327","PER2VNTRAABB",1
"36","1.25","-3.00102030469426","2.84714056448732","0.869685168628047","PER2VNTRAAAB",1
"37","2.27272727272727","-0.94353952382898","2.91590148013688","0.384413246475811","PER2VNTRGGAA",1
"38","4.32343465990781e-08",NA,"1308.00378253184","0.997925775250325","PER2VNTRGGBB",1
"39","1.07142857142857","-1.89842377107019","2.22951814401775","0.945125585226347","PER2VNTRGGAB",1
"40","4.32343465989233e-08",NA,"215.365095450689","0.99585156460643","PER2VNTRAGBB",1
"41","0.526315789473685","-2.8834826302783","1.59408563707835","0.549941233217398","PER2VNTRAGAB",1
"42","6.12499999999894","-1.48251796186397","5.11162315807324","0.215955646792554","PER3APER3BCCAA",1
"43","1.75000000000215","-1.45565369970745","2.19243006741946","0.528491975511458","PER3APER3BCCAG",1
"44","1.11363636363617","-1.87073969468003","1.65844714046433","0.900182651702894","PER3APER3BCGGG",1
"45","0.738461538461539","-2.33979494280883","1.38025098570555","0.737548525454747","PER3APER3CCCGG",1
"46","0.960000000000001","-1.54847251990057","1.41188819595784","0.955767082258288","PER3APER3CCCGT",1
"47","1.6","-2.64434726119369","2.7660064024851","0.708026512840954","PER3APER3CCGGG",1
"48","1.12822215826267e-07",NA,"99.2540146566938","0.992097157668928","PER3APER3CCGTT",1
"49","2.4","-2.30021636790572","3.41565013094462","0.507091370145041","PER3APER3CCGGT",1
"50","1.29275455636138e-07",NA,"280.603345590657","0.994459353418085","PER3ACLOCK3111CCCC",1
"51","1.30952380952381","-1.08133274948602","1.58708005855392","0.685896762600804","PER3ACLOCK3111CCTC",1
"52","0.785714285714286","-3.25835109214249","1.74252184575498","0.834959013232121","PER3ACLOCK3111CGTT",1
"53","2.75000000000001","-2.14507081738314","3.51458356485939","0.437421414346563","PER3ACLOCK3111CGCC",1
"54","1.29275455635416e-07",NA,"422.00671815464","0.995476068861669","PER3ACLOCK3111CGTC",1
"55","0.214285714285714","-4.52463610578597","0.333343646843156","0.170281020009549","PER3ACRY1CCCC",1
"56","0.40909090909091","-2.52750130160781","0.521823708918421","0.236153603189625","PER3ACRY1CCGG",1
"57","1.91676624203819e-07",NA,"250.190698102912","0.992726573160743","PER3ACRY1CGCC",1
"58","0.999999999999996","-3.09314789169608","2.23954709315749","0.999999999999997","PER3ACRY1CGGG",1
"59","0.499999999999999","-3.71851750420243","1.30772161902333","0.551847397269009","PER3ACRY1CGCG",1
"60","0.407142857142857","-2.54229720108804","0.530252605254843","0.237559830112975","PER3ACRY2CCGG",1
"61","0.150793650793651","-4.87128901777906","-0.0330768416721129","0.0907586414675746","PER3ACRY2CCAA",1
"62","0.452380952380953","-3.82098189693228","1.21251340012988","0.496725276494598","PER3ACRY2CGGG",1
"63","6.37982768078605e-08",NA,"280.087938302803","0.99421266246818","PER3ACRY2CGAA",1
"64","1.35714285714286","-2.8518452043668","2.80353359123836","0.814574769736231","PER3ACRY2CGAG",1
"65","5.99999999999965","-1.49074894488818","5.07704527625455","0.218115714940041","PER3BAA",1
"66","1.71428571428802","-1.4554505692773","2.12911768826537","0.536268523886523","PER3BAG",1
"67","8.22661990410226e-08",NA,"164.755640361281","0.992643270532285","PER3AVNTRCCBB",1
"68","0.564516129032258","-1.92853039929794","0.744922700543716","0.392185313984711","PER3AVNTRCCAB",1
"69","0.875000000000001","-3.20361457561958","2.01237141119735","0.912132182266657","PER3AVNTRCGAA",1
"70","8.22661990412716e-08",NA,"789.27158334048","0.99670993317948","PER3AVNTRCGBB",1
"71","0.583333333333333","-3.57431718569061","1.49327507278745","0.64647399835025","PER3AVNTRCGAB",1
"72","0.359375","-4.04597294430462","0.999287739561887","0.37948308616264","PER3BPER3CGGGG",1
"73","1.36904761904762","-1.13659143823183","1.8221548574886","0.669362448456821","PER3BPER3CGGGT",1
"74","244632670.958404","-786.189904017574",NA,"0.996104501881021","PER3BPER3CAAGG",1
"75","1.35151612711227e-07",NA,"789.426920884773","0.996810054017603","PER3BPER3CAATT",1
"76","244632670.9643","-786.18990402831",NA,"0.996104501881068","PER3BPER3CAGGG",1
"77","0.958333333333334","-3.11063592053888","2.0996729087825","0.971903645063409","PER3BPER3CAGTT",1
"78","1.35151612710504e-07",NA,"789.426920879876","0.996810054017582","PER3BPER3CAGGT",1
"79","1.7","-2.54481320802302","2.7008536585458","0.662647779704908","PER3BCLOCK3111GGCC",1
"80","2.02380952380953","-0.726324213403012","2.19718460290171","0.331503106324307","PER3BCLOCK3111GGTC",1
"81","8.50000000000004","-1.21016878128576","5.50770581394027","0.156343717359127","PER3BCLOCK3111AATT",1
"82","3.40000000000001","-0.919652326874902","3.13971889305832","0.216246376252179","PER3BCLOCK3111AGTT",1
"83","5.43083768579664e-07",NA,"250.587023600992","0.993216295000485","PER3BCLOCK3111AGTC",1
"84","0.361111111111111","-4.01383894255704","0.896271198179736","0.369539783190177","PER3BCRY1GGCC",1
"85","0.590909090909091","-2.1701337978103","0.923785493147538","0.491154497952149","PER3BCRY1GGGG",1
"86","3.74697670523767e-08",NA,"1311.12962560724","0.997908270428407","PER3BCRY1AACC",1
"87","501144768.743538","-1308.38024514976",NA,"0.997549531263589","PER3BCRY1AAGG",1
"88","3.74697670523751e-08",NA,"471.622878522506","0.996377026423727","PER3BCRY1AGCC",1
"89","3.74697670524914e-08",NA,"471.622878521907","0.996377026423723","PER3BCRY1AGGG",1
"90","8.6666666666667","-0.330461524029684","5.32755018010031","0.0981770305934207","PER3BCRY1AGCG",1
"91","0.354166666666667","-2.70088618152702","0.431311452101725","0.180411451585338","PER3BCRY2GGGG",1
"92","0.149122807017544","-4.89430755916426","-0.00518532392989124","0.0923262186493202","PER3BCRY2GGAA",1
"93","2.83333333333333","-2.28872354889761","4.3785927110503","0.485105049001162","PER3BCRY2AAAG",1
"94","1.41666666666667","-2.82180871375725","2.87103270713827","0.790887353770144","PER3BCRY2AGGG",1
"95","1.8102792285857e-07",NA,"249.970129083458","0.992699695743336","PER3BCRY2AGAA",1
"96","0.944444444444445","-3.16577878051929","2.21660138190523","0.96348510374179","PER3BCRY2AGAG",1
"97","1.03420364509097e-07","-584.695789737239","46.2745806814549","0.992054174923555","PER3BVNTRGGBB",1
"98","0.687499999999999","-1.7608298838984","1.00888007259046","0.587343574544583","PER3BVNTRGGAB",1
"99","4.39999999999999","-1.85587001446408","4.82995990825822","0.322792525841494","PER3BVNTRAAAA",1
"100","2.2","-2.38900611727588","3.33123836135391","0.55064539068247","PER3BVNTRAGAA",1
"101","0.88","-3.19023445792918","1.99019475170058","0.915323208623953","PER3BVNTRAGAB",1
"102","0.708333333333334","-2.43235443643677","1.45016876541457","0.715045667922982","PER3CCLOCK3111GGTT",1
"103","491507369.486863","-1307.95610178482",NA,"0.997551906581374","PER3CCLOCK3111GGCC",1
"104","3.67491946090308e-08",NA,"283.491587870426","0.995811804697488","PER3CCLOCK3111GGTC",1
"105","3.67491946089932e-08",NA,"283.491611644703","0.995811804697499","PER3CCLOCK3111TTCC",1
"106","0.472222222222222","-3.80160475887908","1.34092976373825","0.528919048609905","PER3CCLOCK3111TTTC",1
"107","0.386363636363636","-3.99323679303764","1.11750103001403","0.421513403516745","PER3CCLOCK3111GTTT",1
"108","3.67491946090944e-08",NA,"1310.42989014972","0.997905895113466","PER3CCLOCK3111GTCC",1
"109","1.7","-1.09408958010183","2.1665320920808","0.51327859175103","PER3CCLOCK3111GTTC",1
"110","1.16636865610531e-08","-818.778529982445","237.805659900193","0.996969490921678","PER3CCRY1GGCC",1
"111","1.22222222222222","-2.02135172169872","2.25757585371472","0.847642284491371","PER3CCRY1GGGG",1
"112","0.733333333333334","-3.44833701626148","2.02427561545841","0.807724763462657","PER3CCRY1GGCG",1
"113","1.16636865610828e-08",NA,"222.624557888338","0.996166681088192","PER3CCRY1TTCC",1
