"","fisher_p_z","fisher_adjusted_p","names"
"1",1,1,"PER2AA"
"2",1,1,"PER2GG"
"3",1,1,"PER3AGG"
"4",1,1,"PER3ACG"
"5",1,1,"PER3BAA"
"6",0.46474043682482,1,"PER3BAG"
"7",0.181869074270283,1,"PER3CGG"
"8",0.586139179028779,1,"PER3CGT"
"9",0.824995536703632,1,"CLOCK3111CC"
"10",0.60413953117208,1,"CLOCK3111TC"
"11",0.646892231207905,1,"CRY1CC"
"12",0.602727804162894,1,"CRY1GG"
"13",0.582788894118214,1,"CRY2GG"
"14",0.131433963838053,1,"CRY2AA"
"15",0.665808349866421,1,"VNTRBB"
"16",0.534479055320113,1,"VNTRAB"
"17",1,1,"PER2PER3AAACC"
"18",1,1,"PER2PER3AAACG"
"19",0.789042294019577,1,"PER2PER3AGGCC"
"20",0.439454286173036,1,"PER2PER3AGGCG"
"21",1,1,"PER2PER3AAGGG"
"22",0.505798010808708,1,"PER2PER3AAGCG"
"23",1,1,"PER2PER3BAAGG"
"24",1,1,"PER2PER3BAAAG"
"25",0.893412930452812,1,"PER2PER3BGGGG"
"26",0.521770698114453,1,"PER2PER3BGGAA"
"27",0.598352588632678,1,"PER2PER3BGGAG"
"28",1,1,"PER2PER3BAGAA"
"29",0.598352588632678,1,"PER2PER3BAGAG"
"30",0.768124706281946,1,"PER2PER3CAAGG"
"31",0.582221731514275,1,"PER2PER3CAATT"
"32",0.599519556581876,1,"PER2PER3CAAGT"
"33",0.660936343694778,1,"PER2PER3CGGGG"
"34",0.524077068324019,1,"PER2PER3CGGTT"
"35",0.686763249915057,1,"PER2PER3CGGGT"
"36",0.207993401840335,1,"PER2PER3CAGGG"
"37",0.359103467768542,1,"PER2PER3CAGGT"
"38",1,1,"PER2CLOCK3111AATT"
"39",1,1,"PER2CLOCK3111AACC"
"40",1,1,"PER2CLOCK3111AATC"
"41",0.646892231207905,1,"PER2CLOCK3111GGTT"
"42",0.670336680891982,1,"PER2CLOCK3111GGCC"
"43",0.861814944667541,1,"PER2CLOCK3111GGTC"
"44",1,1,"PER2CLOCK3111AGCC"
"45",0.73149069123497,1,"PER2CLOCK3111AGTC"
"46",1,1,"PER2CRY1AACC"
"47",1,1,"PER2CRY1AAGG"
"48",0.787363135158477,1,"PER2CRY1AACG"
"49",0.357821095363617,1,"PER2CRY1GGCC"
"50",0.857565331184679,1,"PER2CRY1GGGG"
"51",0.865876143730344,1,"PER2CRY1GGCG"
"52",1,1,"PER2CRY1AGCC"
"53",0.2829963757228,1,"PER2CRY1AGGG"
"54",1,1,"PER2CRY2AAGG"
"55",0.547935191255239,1,"PER2CRY2AAAA"
"56",0.813886245624072,1,"PER2CRY2AAAG"
"57",0.549101749146751,1,"PER2CRY2GGGG"
"58",0.144113607075143,1,"PER2CRY2GGAA"
"59",0.0673443758716837,1,"PER2CRY2GGAG"
"60",0.857942142477841,1,"PER2CRY2AGGG"
"61",0.858660982483258,1,"PER2CRY2AGAA"
"62",0.824995536703632,1,"PER2VNTRAAAA"
"63",1,1,"PER2VNTRAABB"
"64",0.787363135158477,1,"PER2VNTRAAAB"
"65",0.520769941282369,1,"PER2VNTRGGAA"
"66",0.555246749246441,1,"PER2VNTRGGBB"
"67",0.750280105880509,1,"PER2VNTRGGAB"
"68",1,1,"PER2VNTRAGBB"
"69",0.373350080572808,1,"PER2VNTRAGAB"
"70",1,1,"PER3APER3BCCAA"
"71",0.35249661511255,1,"PER3APER3BCCAG"
"72",1,1,"PER3APER3BGGGG"
"73",0.861814944667541,1,"PER3APER3BCGGG"
"74",0.521770698114453,1,"PER3APER3BCGAG"
"75",0.0502659184417555,1,"PER3APER3CCCGG"
"76",0.316911616393326,1,"PER3APER3CCCGT"
"77",1,1,"PER3APER3CGGGG"
"78",0.561755694872878,1,"PER3APER3CCGGG"
"79",0.306708172133758,1,"PER3APER3CCGTT"
"80",0.561755694872878,1,"PER3APER3CCGGT"
"81",0.796488441908761,1,"PER3ACLOCK3111CCCC"
"82",0.501229716105302,1,"PER3ACLOCK3111CCTC"
"83",1,1,"PER3ACLOCK3111GGTT"
"84",1,1,"PER3ACLOCK3111CGTT"
"85",0.443878770243456,1,"PER3ACLOCK3111CGCC"
"86",0.768124706281946,1,"PER3ACLOCK3111CGTC"
"87",0.528273735393242,1,"PER3ACRY1CCCC"
